SC20012
       1.00000     0.00300
       0.99000     0.00426
       0.98000     0.00552
       0.97000     0.00678
       0.96000     0.00804
       0.95000     0.00930
       0.94000     0.01056
       0.93000     0.01182
       0.92000     0.01308
       0.91000     0.01434
       0.90000     0.01560
       0.89000     0.01686
       0.88000     0.01812
       0.87000     0.01938
       0.86000     0.02064
       0.85000     0.02190
       0.84000     0.02316
       0.83000     0.02442
       0.82000     0.02568
       0.81000     0.02694
       0.80000     0.02820
       0.79000     0.02946
       0.78000     0.03072
       0.77000     0.03198
       0.76000     0.03324
       0.75000     0.03450
       0.74000     0.03576
       0.73000     0.03702
       0.72000     0.03828
       0.71000     0.03954
       0.70000     0.04080
       0.69000     0.04206
       0.68000     0.04332
       0.67000     0.04458
       0.66000     0.04584
       0.65000     0.04704
       0.64000     0.04824
       0.63000     0.04932
       0.62000     0.05040
       0.61000     0.05136
       0.60000     0.05232
       0.59000     0.05316
       0.58000     0.05388
       0.57000     0.05460
       0.56000     0.05520
       0.55000     0.05580
       0.54000     0.05640
       0.53000     0.05688
       0.52000     0.05736
       0.51000     0.05772
       0.50000     0.05808
       0.49000     0.05844
       0.48000     0.05880
       0.47000     0.05904
       0.46000     0.05928
       0.45000     0.05952
       0.44000     0.05964
       0.43000     0.05976
       0.42000     0.05988
       0.41000     0.06000
       0.40000     0.06000
       0.39000     0.06000
       0.38000     0.06000
       0.37000     0.06000
       0.36000     0.05988
       0.35000     0.05976
       0.34000     0.05964
       0.33000     0.05952
       0.32000     0.05928
       0.31000     0.05904
       0.30000     0.05880
       0.29000     0.05844
       0.28000     0.05808
       0.27000     0.05772
       0.26000     0.05736
       0.25000     0.05688
       0.24000     0.05640
       0.23000     0.05592
       0.22000     0.05532
       0.21000     0.05472
       0.20000     0.05412
       0.19000     0.05340
       0.18000     0.05268
       0.17000     0.05184
       0.16000     0.05100
       0.15000     0.05004
       0.14000     0.04908
       0.13000     0.04800
       0.12000     0.04680
       0.11000     0.04560
       0.10000     0.04428
       0.09000     0.04282
       0.08000     0.04119
       0.07000     0.03939
       0.06000     0.03732
       0.05000     0.03504
       0.04000     0.03240
       0.03000     0.02916
       0.02000     0.02484
       0.01000     0.01860
       0.00500     0.01392
       0.00200     0.00912
       0.00000     0.00000
       0.00200    -0.00912
       0.00500    -0.01392
       0.01000    -0.01860
       0.02000    -0.02484
       0.03000    -0.02916
       0.04000    -0.03240
       0.05000    -0.03504
       0.06000    -0.03732
       0.07000    -0.03939
       0.08000    -0.04119
       0.09000    -0.04282
       0.10000    -0.04428
       0.11000    -0.04560
       0.12000    -0.04680
       0.13000    -0.04800
       0.14000    -0.04908
       0.15000    -0.05004
       0.16000    -0.05100
       0.17000    -0.05184
       0.18000    -0.05268
       0.19000    -0.05340
       0.20000    -0.05412
       0.21000    -0.05472
       0.22000    -0.05532
       0.23000    -0.05592
       0.24000    -0.05640
       0.25000    -0.05688
       0.26000    -0.05736
       0.27000    -0.05772
       0.28000    -0.05808
       0.29000    -0.05844
       0.30000    -0.05880
       0.31000    -0.05904
       0.32000    -0.05928
       0.33000    -0.05952
       0.34000    -0.05964
       0.35000    -0.05976
       0.36000    -0.05988
       0.37000    -0.06000
       0.38000    -0.06000
       0.39000    -0.06000
       0.40000    -0.06000
       0.41000    -0.06000
       0.42000    -0.05988
       0.43000    -0.05976
       0.44000    -0.05964
       0.45000    -0.05952
       0.46000    -0.05928
       0.47000    -0.05904
       0.48000    -0.05880
       0.49000    -0.05844
       0.50000    -0.05808
       0.51000    -0.05772
       0.52000    -0.05736
       0.53000    -0.05688
       0.54000    -0.05640
       0.55000    -0.05580
       0.56000    -0.05520
       0.57000    -0.05460
       0.58000    -0.05388
       0.59000    -0.05316
       0.60000    -0.05232
       0.61000    -0.05136
       0.62000    -0.05040
       0.63000    -0.04932
       0.64000    -0.04824
       0.65000    -0.04704
       0.66000    -0.04584
       0.67000    -0.04458
       0.68000    -0.04332
       0.69000    -0.04206
       0.70000    -0.04080
       0.71000    -0.03954
       0.72000    -0.03828
       0.73000    -0.03702
       0.74000    -0.03576
       0.75000    -0.03450
       0.76000    -0.03324
       0.77000    -0.03198
       0.78000    -0.03072
       0.79000    -0.02946
       0.80000    -0.02820
       0.81000    -0.02694
       0.82000    -0.02568
       0.83000    -0.02442
       0.84000    -0.02316
       0.85000    -0.02190
       0.86000    -0.02064
       0.87000    -0.01938
       0.88000    -0.01812
       0.89000    -0.01686
       0.90000    -0.01560
       0.91000    -0.01434
       0.92000    -0.01308
       0.93000    -0.01182
       0.94000    -0.01056
       0.95000    -0.00930
       0.96000    -0.00804
       0.97000    -0.00678
       0.98000    -0.00552
       0.99000    -0.00426
       1.00000    -0.00300
