# DEGENERATE GEOMETRY CSV FILE

# NUMBER OF COMPONENTS
16

# DegenGeom Type, Name, SurfNdx, GeomID, MainSurfNdx, SymCopyNdx, FlipNormal,t00,t01,t02,t03,t10,t11,t12,t13,t20,t21,t22,t23,t30,t31,t32,t33
LIFTING_SURFACE,Canard,0,FXPTRHLMCG,0,0,1,1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, -2.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00
# DegenGeom Type,nXsecs, nPnts/Xsec
SURFACE_NODE,6,33
# x,y,z,u,w
-3.888335358405424214e-01, 6.000000000000000888e+00, -1.078956107972344758e-01, 1.600000000000000089e+00, 7.836633902842906618e-01
-6.826000320492938700e-01, 6.000000000000000888e+00, -1.276669342625531001e-01, 1.600000000000000089e+00, 1.000000000000000000e+00
-9.767463257589558134e-01, 6.000000000000000888e+00, -1.405926114508387892e-01, 1.600000000000000089e+00, 1.216336609715709338e+00
-1.248240529422244061e+00, 6.000000000000000888e+00, -1.438575831953783357e-01, 1.600000000000000089e+00, 1.415838762408753171e+00
-1.480435399481969672e+00, 6.000000000000000888e+00, -1.369118883553420152e-01, 1.600000000000000089e+00, 1.586533649582798411e+00
-1.666113108525125730e+00, 6.000000000000000888e+00, -1.213233079304482931e-01, 1.600000000000000089e+00, 1.723464124463156111e+00
-1.806284119852484604e+00, 6.000000000000000888e+00, -9.947756717865316456e-02, 1.600000000000000089e+00, 1.827739635619072267e+00
-1.906591448193843741e+00, 6.000000000000000888e+00, -7.301679159416357701e-02, 1.600000000000000089e+00, 1.904044169930654951e+00
-1.972804794827776709e+00, 6.000000000000000888e+00, -4.118965101504223902e-02, 1.600000000000000089e+00, 1.958266880232111484e+00
-2.000000000000000000e+00, 6.000000000000000888e+00, 0.000000000000000000e+00, 1.600000000000000089e+00, 2.000000000000000000e+00
-1.972804794827777375e+00, 6.000000000000000888e+00, 4.118965101504189208e-02, 1.600000000000000089e+00, 2.041733119767888294e+00
-1.906591448193843741e+00, 6.000000000000000888e+00, 7.301679159416368803e-02, 1.600000000000000089e+00, 2.095955830069344827e+00
-1.806284119852484604e+00, 6.000000000000000888e+00, 9.947756717865330334e-02, 1.600000000000000089e+00, 2.172260364380927733e+00
-1.666113108525125064e+00, 6.000000000000000888e+00, 1.213233079304483625e-01, 1.600000000000000089e+00, 2.276535875536843889e+00
-1.480435399481969228e+00, 6.000000000000000888e+00, 1.369118883553420707e-01, 1.600000000000000089e+00, 2.413466350417201589e+00
-1.248240529422243394e+00, 6.000000000000000888e+00, 1.438575831953783357e-01, 1.600000000000000089e+00, 2.584161237591246607e+00
-9.767463257589555914e-01, 6.000000000000000888e+00, 1.405926114508387892e-01, 1.600000000000000089e+00, 2.783663390284290440e+00
-6.826000320492937590e-01, 6.000000000000000888e+00, 1.276669342625530723e-01, 1.600000000000000089e+00, 3.000000000000000000e+00
-3.888335358405426989e-01, 6.000000000000000888e+00, 1.078956107972345174e-01, 1.600000000000000089e+00, 3.216336609715709116e+00
-1.182688611319398508e-01, 6.000000000000000888e+00, 8.515401670305519644e-02, 1.600000000000000089e+00, 3.415838762408752949e+00
1.129738830468214328e-01, 6.000000000000000888e+00, 6.289607335392263798e-02, 1.600000000000000089e+00, 3.586533649582798411e+00
2.983039481321339004e-01, 6.000000000000000888e+00, 4.335136622237265036e-02, 1.600000000000000089e+00, 3.723464124463156111e+00
4.393286990321894070e-01, 6.000000000000000888e+00, 2.748185938454470248e-02, 1.600000000000000089e+00, 3.827739635619072267e+00
5.424603862075696448e-01, 6.000000000000000888e+00, 1.531454817558836577e-02, 1.600000000000000089e+00, 3.904044169930655173e+00
6.157108539440990791e-01, 6.000000000000000888e+00, 6.372141898752397594e-03, 1.600000000000000089e+00, 3.958266880232111262e+00
6.666666666666669627e-01, 6.000000000000000888e+00, 0.000000000000000000e+00, 1.600000000000000089e+00, 4.000000000000000000e+00
6.666666666666669627e-01, 8.000000000000000000e+00, 0.000000000000000000e+00, 1.800000000000000044e+00, 0.000000000000000000e+00
6.157328743685316352e-01, 8.000000000000000000e+00, -6.133331959396325084e-03, 1.800000000000000044e+00, 4.173311976788848798e-02
5.425160387190823830e-01, 8.000000000000000000e+00, -1.474045231519802331e-02, 1.800000000000000044e+00, 9.595583006934514658e-02
4.394354480718944966e-01, 8.000000000000000000e+00, -2.645131217534021223e-02, 1.800000000000000044e+00, 1.722603643809275942e-01
2.984871106945131136e-01, 8.000000000000000000e+00, -4.172513618143635500e-02, 1.800000000000000044e+00, 2.765358755368439447e-01
1.132680359804748432e-01, 8.000000000000000000e+00, -6.053589956966587415e-02, 1.800000000000000044e+00, 4.134663504172014781e-01
-1.178202320642506296e-01, 8.000000000000000000e+00, -8.195852975238639149e-02, 1.800000000000000044e+00, 5.841612375912467181e-01
-3.881819635604858432e-01, 8.000000000000000000e+00, -1.038481891949163682e-01, 1.800000000000000044e+00, 7.836633902842906618e-01
-6.817001371314060920e-01, 8.000000000000000000e+00, -1.228858333596539731e-01, 1.800000000000000044e+00, 1.000000000000000000e+00
-9.755692276326315415e-01, 8.000000000000000000e+00, -1.353500178699086343e-01, 1.800000000000000044e+00, 1.216336609715709338e+00
-1.246790464313986213e+00, 8.000000000000000000e+00, -1.385408595305389623e-01, 1.800000000000000044e+00, 1.415838762408753171e+00
-1.478762234635094819e+00, 8.000000000000000000e+00, -1.319374567646459384e-01, 1.800000000000000044e+00, 1.586533649582798411e+00
-1.664312772244731953e+00, 8.000000000000000000e+00, -1.170477027607565723e-01, 1.800000000000000044e+00, 1.723464124463156111e+00
-1.804495883080372343e+00, 8.000000000000000000e+00, -9.616900187065596795e-02, 1.800000000000000044e+00, 1.827739635619072267e+00
-1.905017190551355544e+00, 8.000000000000000000e+00, -7.087777591791126486e-02, 1.800000000000000044e+00, 1.904044169930654951e+00
-1.971833474750564807e+00, 8.000000000000000000e+00, -4.039422592644759807e-02, 1.800000000000000044e+00, 1.958266880232111484e+00
-2.000000000000000000e+00, 8.000000000000000000e+00, 0.000000000000000000e+00, 1.800000000000000044e+00, 2.000000000000000000e+00
-1.971833474750565696e+00, 8.000000000000000000e+00, 4.039422592644709153e-02, 1.800000000000000044e+00, 2.041733119767888294e+00
-1.905017190551355988e+00, 8.000000000000000000e+00, 7.087777591791123710e-02, 1.800000000000000044e+00, 2.095955830069344827e+00
-1.804495883080373231e+00, 8.000000000000000000e+00, 9.616900187065599570e-02, 1.800000000000000044e+00, 2.172260364380927733e+00
-1.664312772244731731e+00, 8.000000000000000000e+00, 1.170477027607565723e-01, 1.800000000000000044e+00, 2.276535875536843889e+00
-1.478762234635094819e+00, 8.000000000000000000e+00, 1.319374567646459384e-01, 1.800000000000000044e+00, 2.413466350417201589e+00
-1.246790464313985991e+00, 8.000000000000000000e+00, 1.385408595305389623e-01, 1.800000000000000044e+00, 2.584161237591246607e+00
-9.755692276326319856e-01, 8.000000000000000000e+00, 1.353500178699086343e-01, 1.800000000000000044e+00, 2.783663390284290440e+00
-6.817001371314064251e-01, 8.000000000000000000e+00, 1.228858333596539870e-01, 1.800000000000000044e+00, 3.000000000000000000e+00
-3.881819635604867869e-01, 8.000000000000000000e+00, 1.038481891949164515e-01, 1.800000000000000044e+00, 3.216336609715709116e+00
-1.178202320642521561e-01, 8.000000000000000000e+00, 8.195852975238648863e-02, 1.800000000000000044e+00, 3.415838762408752949e+00
1.132680359804740106e-01, 8.000000000000000000e+00, 6.053589956966590885e-02, 1.800000000000000044e+00, 3.586533649582798411e+00
2.984871106945120589e-01, 8.000000000000000000e+00, 4.172513618143641051e-02, 1.800000000000000044e+00, 3.723464124463156111e+00
4.394354480718963285e-01, 8.000000000000000000e+00, 2.645131217534102408e-02, 1.800000000000000044e+00, 3.827739635619072267e+00
5.425160387190895994e-01, 8.000000000000000000e+00, 1.474045231519931221e-02, 1.800000000000000044e+00, 3.904044169930655173e+00
6.157328743685366312e-01, 8.000000000000000000e+00, 6.133331959397308672e-03, 1.800000000000000044e+00, 3.958266880232111262e+00
6.666666666666669627e-01, 8.000000000000000000e+00, 0.000000000000000000e+00, 1.800000000000000044e+00, 4.000000000000000000e+00
6.666666666666669627e-01, 1.000000000000000000e+01, 0.000000000000000000e+00, 2.000000000000000000e+00, 0.000000000000000000e+00
6.157548947929625260e-01, 1.000000000000000000e+01, -5.894522020041268254e-03, 2.000000000000000000e+00, 4.173311976788848798e-02
5.425716912305933448e-01, 1.000000000000000000e+01, -1.416635645480898709e-02, 2.000000000000000000e+00, 9.595583006934514658e-02
4.395421971115975324e-01, 1.000000000000000000e+01, -2.542076496613649567e-02, 2.000000000000000000e+00, 1.722603643809275942e-01
2.986702732568918273e-01, 1.000000000000000000e+01, -4.009890614050007351e-02, 2.000000000000000000e+00, 2.765358755368439447e-01
1.135621889141280871e-01, 1.000000000000000000e+01, -5.817572578540906869e-02, 2.000000000000000000e+00, 4.134663504172014781e-01
-1.173716029965621299e-01, 1.000000000000000000e+01, -7.876304280171761429e-02, 2.000000000000000000e+00, 5.841612375912467181e-01
-3.875303912804293205e-01, 1.000000000000000000e+01, -9.980076759259824681e-02, 2.000000000000000000e+00, 7.836633902842906618e-01
-6.808002422135182030e-01, 1.000000000000000000e+01, -1.181047324567548323e-01, 2.000000000000000000e+00, 1.000000000000000000e+00
-9.743921295063071586e-01, 1.000000000000000000e+01, -1.301074242889784793e-01, 2.000000000000000000e+00, 1.216336609715709338e+00
-1.245340399205728144e+00, 1.000000000000000000e+01, -1.332241358656995889e-01, 2.000000000000000000e+00, 1.415838762408753171e+00
-1.477089069788219966e+00, 1.000000000000000000e+01, -1.269630251739498894e-01, 2.000000000000000000e+00, 1.586533649582798411e+00
-1.662512435964337953e+00, 1.000000000000000000e+01, -1.127720975910648515e-01, 2.000000000000000000e+00, 1.723464124463156111e+00
-1.802707646308260303e+00, 1.000000000000000000e+01, -9.286043656265877133e-02, 2.000000000000000000e+00, 1.827739635619072267e+00
-1.903442932908867569e+00, 1.000000000000000000e+01, -6.873876024165893883e-02, 2.000000000000000000e+00, 1.904044169930654951e+00
-1.970862154673352906e+00, 1.000000000000000000e+01, -3.959880083785296406e-02, 2.000000000000000000e+00, 1.958266880232111484e+00
-2.000000000000000000e+00, 1.000000000000000000e+01, 0.000000000000000000e+00, 2.000000000000000000e+00, 2.000000000000000000e+00
-1.970862154673354238e+00, 1.000000000000000000e+01, 3.959880083785229099e-02, 2.000000000000000000e+00, 2.041733119767888294e+00
