CybertrukV6 fuselage
    13.547718    4.040796
    13.132780    4.030342
    14.004149    4.029391
    14.502075    4.016950
    14.834025    3.967011
    15.145228    3.917591
    11.970954    3.913617
    15.435685    3.806223
    17.987552    3.804927
    17.406639    3.777797
    11.037344    3.770367
    19.834025    3.758790
    16.804979    3.730364
    10.663900    3.696409
    20.726141    3.694854
    15.746888    3.673514
    10.373444    3.641200
    16.348548    3.637658
    15.933610    3.564737
    21.452282    3.551778
    22.074689    3.452937
    22.593361    3.335866
    23.278008    3.193826
     9.315353    3.188729
    24.107884    3.006513
     8.423237    2.732110
    25.020747    2.650549
     7.697095    2.333810
    26.141079    2.289401
     7.531120    2.233847
     7.385892    2.133365
     7.240664    2.032883
     7.095436    1.932401
    27.095436    1.849112
     6.908714    1.812133
     6.556017    1.612724
     6.120332    1.561144
     5.269710    1.519932
     4.605809    1.453232
    27.904564    1.412451
     4.066390    1.383421
     3.568465    1.333396
     3.174274    1.280779
     2.759336    1.187036
     2.489627    1.131309
    28.526971    1.105389
     2.240664    1.054241
     2.012448    0.997477
     1.784232    0.940713
     1.535270    0.842822
    28.983402    0.823296
     1.307054    0.744414
     1.037344    0.626220
     0.809129    0.506989
    29.398340    0.500596
     0.622407    0.407544
     0.435685    0.287277
    29.751037    0.179451
     0.228216    0.125883
    30.020747   -0.077154
     0.020747   -0.117762
     0.124481   -0.287968
    29.792531   -0.362962
     0.228216   -0.373849
     0.394191   -0.482107
     0.580913   -0.632527
    29.481328   -0.646697
     0.829876   -0.805325
    29.211618   -0.827357
    28.900415   -0.965336
     1.348548   -1.088973
    28.485477   -1.184012
     1.639004   -1.241986
    28.070539   -1.381866
     2.095436   -1.503257
    27.572614   -1.577646
     2.634855   -1.683312
    26.950207   -1.811960
     3.340249   -1.909159
    26.265560   -2.023897
     4.045643   -2.093362
    25.643154   -2.112456
     4.709544   -2.234884
    25.124481   -2.245251
    24.564315   -2.335366
     5.414938   -2.398264
    23.755187   -2.440081
     6.452282   -2.549117
    22.842324   -2.563027
    22.157676   -2.629209
    20.871369   -2.722001
     7.780083   -2.728049
    19.875519   -2.759585
     8.402490   -2.785245
    19.066390   -2.822656
     9.066390   -2.822656
    18.049793   -2.838899
    16.804979   -2.870262
    10.373444   -2.896959
    15.560166   -2.901625
    13.962656   -2.924175
    12.697095   -2.934197

